CIE10,DIAGNO,CLASIFICA,CDIAG
C218,LESION DE SITIOS CONTIGUOS DEL ANO DEL CONDUCTO ANAL Y DEL RECTO,TUMORES MALIGNOS DE LOS ÓRGANOS DIGESTIVOS,C218      LESION DE SITIOS CONTIGUOS DEL ANO DEL CONDUCTO ANAL Y DEL RECTO
C22,TUMOR MALIGNO DEL HIGADO Y DE LAS VIAS BILIARES INTRAHEPATICAS,TUMORES MALIGNOS DE LOS ÓRGANOS DIGESTIVOS,C22       TUMOR MALIGNO DEL HIGADO Y DE LAS VIAS BILIARES INTRAHEPATICAS
C220,CARCINOMA DE CELULAS HEPATICAS,TUMORES MALIGNOS DE LOS ÓRGANOS DIGESTIVOS,C220      CARCINOMA DE CELULAS HEPATICAS
C221,CARCINOMA DE VIAS BILIARES INTRAHEPATICAS,TUMORES MALIGNOS DE LOS ÓRGANOS DIGESTIVOS,C221      CARCINOMA DE VIAS BILIARES INTRAHEPATICAS
C222,HEPATOBLASTOMA,TUMORES MALIGNOS DE LOS ÓRGANOS DIGESTIVOS,C222      HEPATOBLASTOMA
C223,ANGIOSARCOMA DEL HIGADO,TUMORES MALIGNOS DE LOS ÓRGANOS DIGESTIVOS,C223      ANGIOSARCOMA DEL HIGADO
C224,OTROS SARCOMAS DEL HIGADO,TUMORES MALIGNOS DE LOS ÓRGANOS DIGESTIVOS,C224      OTROS SARCOMAS DEL HIGADO
C227,OTROS CARCINOMAS ESPECIFICADOS DEL HIGADO,TUMORES MALIGNOS DE LOS ÓRGANOS DIGESTIVOS,C227      OTROS CARCINOMAS ESPECIFICADOS DEL HIGADO
C229,TUMOR MALIGNO DEL HIGADO NO ESPECIFICADO,TUMORES MALIGNOS DE LOS ÓRGANOS DIGESTIVOS,C229      TUMOR MALIGNO DEL HIGADO NO ESPECIFICADO
C23,TUMOR MALIGNO DE LA VESICULA BILIAR,TUMORES MALIGNOS DE LOS ÓRGANOS DIGESTIVOS,C23       TUMOR MALIGNO DE LA VESICULA BILIAR
C24,TUMOR MALIGNO DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LAS VIAS BILIARES,TUMORES MALIGNOS DE LOS ÓRGANOS DIGESTIVOS,C24       TUMOR MALIGNO DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LAS VIAS BILIARES
C240,TUMOR MALIGNO DE LAS VIAS BILIARES EXTRAHEPATICAS,TUMORES MALIGNOS DE LOS ÓRGANOS DIGESTIVOS,C240      TUMOR MALIGNO DE LAS VIAS BILIARES EXTRAHEPATICAS
C241,TUMOR MALIGNO DE LA AMPOLLA DE VATER,TUMORES MALIGNOS DE LOS ÓRGANOS DIGESTIVOS,C241      TUMOR MALIGNO DE LA AMPOLLA DE VATER
C248,LESION DE SITIOS CONTIGUOS DE LAS VIAS BILIARES,TUMORES MALIGNOS DE LOS ÓRGANOS DIGESTIVOS,C248      LESION DE SITIOS CONTIGUOS DE LAS VIAS BILIARES
C249,TUMOR MALIGNO DE LAS VIAS BILIARES PARTE NO ESPECIFICADA,TUMORES MALIGNOS DE LOS ÓRGANOS DIGESTIVOS,C249      TUMOR MALIGNO DE LAS VIAS BILIARES PARTE NO ESPECIFICADA
C25,TUMOR MALIGNO DEL PANCREAS,TUMORES MALIGNOS DE LOS ÓRGANOS DIGESTIVOS,C25       TUMOR MALIGNO DEL PANCREAS
C250,TUMOR MALIGNO DE LA CABEZA DEL PANCREAS,TUMORES MALIGNOS DE LOS ÓRGANOS DIGESTIVOS,C250      TUMOR MALIGNO DE LA CABEZA DEL PANCREAS
C251,TUMOR MALIGNO DEL CUERPO DEL PANCREAS,TUMORES MALIGNOS DE LOS ÓRGANOS DIGESTIVOS,C251      TUMOR MALIGNO DEL CUERPO DEL PANCREAS
C252,TUMOR MALIGNO DE LA COLA DEL PANCREAS,TUMORES MALIGNOS DE LOS ÓRGANOS DIGESTIVOS,C252      TUMOR MALIGNO DE LA COLA DEL PANCREAS
C253,TUMOR MALIGNO DEL CONDUCTO PANCREATICO,TUMORES MALIGNOS DE LOS ÓRGANOS DIGESTIVOS,C253      TUMOR MALIGNO DEL CONDUCTO PANCREATICO
C254,TUMOR MALIGNO DEL PANCREAS ENDOCRINO,TUMORES MALIGNOS DE LOS ÓRGANOS DIGESTIVOS,C254      TUMOR MALIGNO DEL PANCREAS ENDOCRINO
C257,TUMOR MALIGNO DE OTRAS PARTES ESPECIFICADAS DEL PANCREAS,TUMORES MALIGNOS DE LOS ÓRGANOS DIGESTIVOS,C257      TUMOR MALIGNO DE OTRAS PARTES ESPECIFICADAS DEL PANCREAS
C258,LESION DE SITIOS CONTIGUOS DEL PANCREAS,TUMORES MALIGNOS DE LOS ÓRGANOS DIGESTIVOS,C258      LESION DE SITIOS CONTIGUOS DEL PANCREAS
C259,TUMOR MALIGNO DEL PANCREAS PARTE NO ESPECIFICADA,TUMORES MALIGNOS DE LOS ÓRGANOS DIGESTIVOS,C259      TUMOR MALIGNO DEL PANCREAS PARTE NO ESPECIFICADA
C26,TUMOR MALIGNO DE OTROS SITIOS Y DE LOS MAL DEFINIDOS DE LOS ORGANOS DIGESTIVOS,TUMORES MALIGNOS DE LOS ÓRGANOS DIGESTIVOS,C26       TUMOR MALIGNO DE OTROS SITIOS Y DE LOS MAL DEFINIDOS DE LOS ORGANOS DIGESTIVOS
C260,TUMOR MALIGNO DEL INTESTINO PARTE NO ESPECIFICADA,TUMORES MALIGNOS DE LOS ÓRGANOS DIGESTIVOS,C260      TUMOR MALIGNO DEL INTESTINO PARTE NO ESPECIFICADA
C261,TUMOR MALIGNO DEL BAZO,TUMORES MALIGNOS DE LOS ÓRGANOS DIGESTIVOS,C261      TUMOR MALIGNO DEL BAZO
C268,LESION DE SITIOS CONTIGUOS DE LOS ORGANOS DIGESTIVOS,TUMORES MALIGNOS DE LOS ÓRGANOS DIGESTIVOS,C268      LESION DE SITIOS CONTIGUOS DE LOS ORGANOS DIGESTIVOS
C269,TUMOR MALIGNO DE SITIOS MAL DEFINIDOS DE LOS ORGANOS DIGESTIVOS,TUMORES MALIGNOS DE LOS ÓRGANOS DIGESTIVOS,C269      TUMOR MALIGNO DE SITIOS MAL DEFINIDOS DE LOS ORGANOS DIGESTIVOS
C30,TUMOR MALIGNO DE LAS FOSAS NASALES Y DEL OIDO MEDIO,TUMORES MALIGNOS DE LOS ÓRGANOS RESPIRATORIOS E INTRATORÁCICOS,C30       TUMOR MALIGNO DE LAS FOSAS NASALES Y DEL OIDO MEDIO
C300,TUMOR MALIGNO DE LA FOSA NASAL,TUMORES MALIGNOS DE LOS ÓRGANOS RESPIRATORIOS E INTRATORÁCICOS,C300      TUMOR MALIGNO DE LA FOSA NASAL
C301,TUMOR MALIGNO DEL OIDO MEDIO,TUMORES MALIGNOS DE LOS ÓRGANOS RESPIRATORIOS E INTRATORÁCICOS,C301      TUMOR MALIGNO DEL OIDO MEDIO
C31,TUMOR MALIGNO DE LOS SENOS PARANASALES,TUMORES MALIGNOS DE LOS ÓRGANOS RESPIRATORIOS E INTRATORÁCICOS,C31       TUMOR MALIGNO DE LOS SENOS PARANASALES
C310,TUMOR MALIGNO DEL SENO MAXILAR,TUMORES MALIGNOS DE LOS ÓRGANOS RESPIRATORIOS E INTRATORÁCICOS,C310      TUMOR MALIGNO DEL SENO MAXILAR
C311,TUMOR MALIGNO DEL SENO ETMOIDAL,TUMORES MALIGNOS DE LOS ÓRGANOS RESPIRATORIOS E INTRATORÁCICOS,C311      TUMOR MALIGNO DEL SENO ETMOIDAL
C312,TUMOR MALIGNO DEL SENO FRONTAL,TUMORES MALIGNOS DE LOS ÓRGANOS RESPIRATORIOS E INTRATORÁCICOS,C312      TUMOR MALIGNO DEL SENO FRONTAL
C313,TUMOR MALIGNO DEL SENO ESFENOIDAL,TUMORES MALIGNOS DE LOS ÓRGANOS RESPIRATORIOS E INTRATORÁCICOS,C313      TUMOR MALIGNO DEL SENO ESFENOIDAL
C318,LESION DE SITIOS CONTIGUOS DE LOS SENOS PARANASALES,TUMORES MALIGNOS DE LOS ÓRGANOS RESPIRATORIOS E INTRATORÁCICOS,C318      LESION DE SITIOS CONTIGUOS DE LOS SENOS PARANASALES
C319,TUMOR MALIGNO DE SENO PARANASAL NO ESPECIFICADO,TUMORES MALIGNOS DE LOS ÓRGANOS RESPIRATORIOS E INTRATORÁCICOS,C319      TUMOR MALIGNO DE SENO PARANASAL NO ESPECIFICADO
C32,TUMOR MALIGNO DE LA LARINGE,TUMORES MALIGNOS DE LOS ÓRGANOS RESPIRATORIOS E INTRATORÁCICOS,C32       TUMOR MALIGNO DE LA LARINGE
C320,TUMOR MALIGNO DE LA GLOTIS,TUMORES MALIGNOS DE LOS ÓRGANOS RESPIRATORIOS E INTRATORÁCICOS,C320      TUMOR MALIGNO DE LA GLOTIS
C321,TUMOR MALIGNO DE LA REGION SUPRAGLOTICA,TUMORES MALIGNOS DE LOS ÓRGANOS RESPIRATORIOS E INTRATORÁCICOS,C321      TUMOR MALIGNO DE LA REGION SUPRAGLOTICA
C322,TUMOR MALIGNO DE LA REGION SUBGLOTICA,TUMORES MALIGNOS DE LOS ÓRGANOS RESPIRATORIOS E INTRATORÁCICOS,C322      TUMOR MALIGNO DE LA REGION SUBGLOTICA
C323,TUMOR MALIGNO DEL CARTILAGO LARINGEO,TUMORES MALIGNOS DE LOS ÓRGANOS RESPIRATORIOS E INTRATORÁCICOS,C323      TUMOR MALIGNO DEL CARTILAGO LARINGEO
C328,LESION DE SITIOS CONTIGUOS DE LA LARINGE,TUMORES MALIGNOS DE LOS ÓRGANOS RESPIRATORIOS E INTRATORÁCICOS,C328      LESION DE SITIOS CONTIGUOS DE LA LARINGE
C329,TUMOR MALIGNO DE LA LARINGE PARTE NO ESPECIFICADA,TUMORES MALIGNOS DE LOS ÓRGANOS RESPIRATORIOS E INTRATORÁCICOS,C329      TUMOR MALIGNO DE LA LARINGE PARTE NO ESPECIFICADA
C33,TUMOR MALIGNO DE LA TRAQUEA,TUMORES MALIGNOS DE LOS ÓRGANOS RESPIRATORIOS E INTRATORÁCICOS,C33       TUMOR MALIGNO DE LA TRAQUEA
C34,TUMOR MALIGNO DE LOS BRONQUIOS Y DEL PULMON,TUMORES MALIGNOS DE LOS ÓRGANOS RESPIRATORIOS E INTRATORÁCICOS,C34       TUMOR MALIGNO DE LOS BRONQUIOS Y DEL PULMON
C340,TUMOR MALIGNO DEL BRONQUIO PRINCIPAL,TUMORES MALIGNOS DE LOS ÓRGANOS RESPIRATORIOS E INTRATORÁCICOS,C340      TUMOR MALIGNO DEL BRONQUIO PRINCIPAL
C341,TUMOR MALIGNO DEL LOBULO SUPERIOR BRONQUIO O PULMON,TUMORES MALIGNOS DE LOS ÓRGANOS RESPIRATORIOS E INTRATORÁCICOS,C341      TUMOR MALIGNO DEL LOBULO SUPERIOR BRONQUIO O PULMON
C342,TUMOR MALIGNO DEL LOBULO MEDIO BRONQUIO O PULMON,TUMORES MALIGNOS DE LOS ÓRGANOS RESPIRATORIOS E INTRATORÁCICOS,C342      TUMOR MALIGNO DEL LOBULO MEDIO BRONQUIO O PULMON
C343,TUMOR MALIGNO DEL LOBULO INFERIOR BRONQUIO O PULMON,TUMORES MALIGNOS DE LOS ÓRGANOS RESPIRATORIOS E INTRATORÁCICOS,C343      TUMOR MALIGNO DEL LOBULO INFERIOR BRONQUIO O PULMON
C348,LESION DE SITIOS CONTIGUOS DE LOS BRONQUIOS Y DEL PULMON,TUMORES MALIGNOS DE LOS ÓRGANOS RESPIRATORIOS E INTRATORÁCICOS,C348      LESION DE SITIOS CONTIGUOS DE LOS BRONQUIOS Y DEL PULMON
C349,TUMOR MALIGNO DE LOS BRONQUIOS O DEL PULMON PARTE NO ESPECIFICADA,TUMORES MALIGNOS DE LOS ÓRGANOS RESPIRATORIOS E INTRATORÁCICOS,C349      TUMOR MALIGNO DE LOS BRONQUIOS O DEL PULMON PARTE NO ESPECIFICADA
C37,TUMOR MALIGNO DEL TIMO,TUMORES MALIGNOS DE LOS ÓRGANOS RESPIRATORIOS E INTRATORÁCICOS,C37       TUMOR MALIGNO DEL TIMO
C38,TUMOR MALIGNO DEL CORAZON DEL MEDIASTINO Y DE LA PLEURA,TUMORES MALIGNOS DE LOS ÓRGANOS RESPIRATORIOS E INTRATORÁCICOS,C38       TUMOR MALIGNO DEL CORAZON DEL MEDIASTINO Y DE LA PLEURA
C380,TUMOR MALIGNO DEL CORAZON,TUMORES MALIGNOS DE LOS ÓRGANOS RESPIRATORIOS E INTRATORÁCICOS,C380      TUMOR MALIGNO DEL CORAZON
C381,TUMOR MALIGNO DEL MEDIASTINO ANTERIOR,TUMORES MALIGNOS DE LOS ÓRGANOS RESPIRATORIOS E INTRATORÁCICOS,C381      TUMOR MALIGNO DEL MEDIASTINO ANTERIOR
C382,TUMOR MALIGNO DEL MEDIASTINO POSTERIOR,TUMORES MALIGNOS DE LOS ÓRGANOS RESPIRATORIOS E INTRATORÁCICOS,C382      TUMOR MALIGNO DEL MEDIASTINO POSTERIOR
C383,TUMOR MALIGNO DEL MEDIASTINO PARTE NO ESPECIFICADA,TUMORES MALIGNOS DE LOS ÓRGANOS RESPIRATORIOS E INTRATORÁCICOS,C383      TUMOR MALIGNO DEL MEDIASTINO PARTE NO ESPECIFICADA
C384,TUMOR MALIGNO DE LA PLEURA,TUMORES MALIGNOS DE LOS ÓRGANOS RESPIRATORIOS E INTRATORÁCICOS,C384      TUMOR MALIGNO DE LA PLEURA
C388,LESION DE SITIOS CONTIGUOS DEL CORAZON DEL MEDIASTINO Y DE LA PLEURA,TUMORES MALIGNOS DE LOS ÓRGANOS RESPIRATORIOS E INTRATORÁCICOS,C388      LESION DE SITIOS CONTIGUOS DEL CORAZON DEL MEDIASTINO Y DE LA PLEURA
C39,TUMOR MALIGNO DE OTROS SITIOS Y DE MAL DEFINIDOS DEL SISTEMA RESPIRATORIO Y DE LOS ORGANOS INTRATORACICOS,TUMORES MALIGNOS DE LOS ÓRGANOS RESPIRATORIOS E INTRATORÁCICOS,C39       TUMOR MALIGNO DE OTROS SITIOS Y DE MAL DEFINIDOS DEL SISTEMA RESPIRATORIO Y DE LOS ORGANOS INTRATORACICOS
C390,TUMOR MALIGNO DE LAS VIAS RESPIRATORIAS SUPERIORES PARTE NO ESPECIFICADA,TUMORES MALIGNOS DE LOS ÓRGANOS RESPIRATORIOS E INTRATORÁCICOS,C390      TUMOR MALIGNO DE LAS VIAS RESPIRATORIAS SUPERIORES PARTE NO ESPECIFICADA
C398,LESION DE SITIOS CONTIGUOS DE LOS ORGANOS RESPIRATORIOS E INTRATORACICOS,TUMORES MALIGNOS DE LOS ÓRGANOS RESPIRATORIOS E INTRATORÁCICOS,C398      LESION DE SITIOS CONTIGUOS DE LOS ORGANOS RESPIRATORIOS E INTRATORACICOS
C399,TUMOR MALIGNO DE SITIOS MAL DEFINIDOS DEL SISTEMA RESPIRATORIO,TUMORES MALIGNOS DE LOS ÓRGANOS RESPIRATORIOS E INTRATORÁCICOS,C399      TUMOR MALIGNO DE SITIOS MAL DEFINIDOS DEL SISTEMA RESPIRATORIO
C40,TUMOR MALIGNO DE HUESOS Y DE CARTILAGOS ARTICULARES DE LOS MIEMBROS,TUMORES MALIGNOS DE LOS HUESOS Y DE LOS CARTÍLAGOS ARTICULARES,C40       TUMOR MALIGNO DE HUESOS Y DE CARTILAGOS ARTICULARES DE LOS MIEMBROS
C400,TUMOR MALIGNO DEL OMOPLATO Y DE LOS HUESOS LARGOS DEL MIEMBRO SUPERIOR,TUMORES MALIGNOS DE LOS HUESOS Y DE LOS CARTÍLAGOS ARTICULARES,C400      TUMOR MALIGNO DEL OMOPLATO Y DE LOS HUESOS LARGOS DEL MIEMBRO SUPERIOR
C401,TUMOR MALIGNO DE LOS HUESOS CORTOS DEL MIEMBRO SUPERIOR,TUMORES MALIGNOS DE LOS HUESOS Y DE LOS CARTÍLAGOS ARTICULARES,C401      TUMOR MALIGNO DE LOS HUESOS CORTOS DEL MIEMBRO SUPERIOR
C402,TUMOR MALIGNO DE LOS HUESOS LARGOS DEL MIEMBRO INFERIOR,TUMORES MALIGNOS DE LOS HUESOS Y DE LOS CARTÍLAGOS ARTICULARES,C402      TUMOR MALIGNO DE LOS HUESOS LARGOS DEL MIEMBRO INFERIOR
C403,TUMOR MALIGNO DE LOS HUESOS CORTOS DEL MIEMBRO INFERIOR,TUMORES MALIGNOS DE LOS HUESOS Y DE LOS CARTÍLAGOS ARTICULARES,C403      TUMOR MALIGNO DE LOS HUESOS CORTOS DEL MIEMBRO INFERIOR
C408,LESIONES SITIOS CONTIGUOS DE HUESOS Y CARTILAGOS ARTICULARES DE LOS MIEMBROS,TUMORES MALIGNOS DE LOS HUESOS Y DE LOS CARTÍLAGOS ARTICULARES,C408      LESIONES SITIOS CONTIGUOS DE HUESOS Y CARTILAGOS ARTICULARES DE LOS MIEMBROS
C409,TUMOR MALIGNO DE HUESOS Y DE CARTILAGOS ARTICULARES DE LOS MIEMBROS SIN OTRA ESPECIFICACION,TUMORES MALIGNOS DE LOS HUESOS Y DE LOS CARTÍLAGOS ARTICULARES,C409      TUMOR MALIGNO DE HUESOS Y DE CARTILAGOS ARTICULARES DE LOS MIEMBROS SIN OTRA ESPECIFICACION
C41,TUMOR MALIGNO DE HUESOS Y DE CARTILAGOS ARTICULARES DE OTROS SITIOS Y DE SITIOS NO ESPECIFICADOS,TUMORES MALIGNOS DE LOS HUESOS Y DE LOS CARTÍLAGOS ARTICULARES,C41       TUMOR MALIGNO DE HUESOS Y DE CARTILAGOS ARTICULARES DE OTROS SITIOS Y DE SITIOS NO ESPECIFICADOS
C410,TUMOR MALIGNO DE LOS HUESOS DEL CRANEO Y DE LA CARA,TUMORES MALIGNOS DE LOS HUESOS Y DE LOS CARTÍLAGOS ARTICULARES,C410      TUMOR MALIGNO DE LOS HUESOS DEL CRANEO Y DE LA CARA
C411,TUMOR MALIGNO DEL HUESO DEL MAXILAR INFERIOR,TUMORES MALIGNOS DE LOS HUESOS Y DE LOS CARTÍLAGOS ARTICULARES,C411      TUMOR MALIGNO DEL HUESO DEL MAXILAR INFERIOR
C412,TUMOR MALIGNO DE LA COLUMNA VERTEBRAL,TUMORES MALIGNOS DE LOS HUESOS Y DE LOS CARTÍLAGOS ARTICULARES,C412      TUMOR MALIGNO DE LA COLUMNA VERTEBRAL
C413,TUMOR MALIGNO DE LA COSTILLA ESTERNON Y CLAVICULA,TUMORES MALIGNOS DE LOS HUESOS Y DE LOS CARTÍLAGOS ARTICULARES,C413      TUMOR MALIGNO DE LA COSTILLA ESTERNON Y CLAVICULA
C414,TUMOR MALIGNO DE LOS HUESOS DE LA PELVIS SACRO Y COCCIX,TUMORES MALIGNOS DE LOS HUESOS Y DE LOS CARTÍLAGOS ARTICULARES,C414      TUMOR MALIGNO DE LOS HUESOS DE LA PELVIS SACRO Y COCCIX
C418,LESION DE SITIOS CONTIGUOS DEL HUESO Y DEL CARTILAGO ARTICULAR,TUMORES MALIGNOS DE LOS HUESOS Y DE LOS CARTÍLAGOS ARTICULARES,C418      LESION DE SITIOS CONTIGUOS DEL HUESO Y DEL CARTILAGO ARTICULAR
C419,TUMOR MALIGNO DEL HUESO Y DEL CARTILAGO ARTICULAR NO ESPECIFICADO,TUMORES MALIGNOS DE LOS HUESOS Y DE LOS CARTÍLAGOS ARTICULARES,C419      TUMOR MALIGNO DEL HUESO Y DEL CARTILAGO ARTICULAR NO ESPECIFICADO
C43,MELANOMA MALIGNO DE LA PIEL,MELANOMA Y OTROS TUMORES MALIGNOS DE LA PIEL,C43       MELANOMA MALIGNO DE LA PIEL
C430,MELANOMA MALIGNO DEL LABIO,MELANOMA Y OTROS TUMORES MALIGNOS DE LA PIEL,C430      MELANOMA MALIGNO DEL LABIO
C431,MELANOMA MALIGNO DEL PARPADO INCLUIDA LA COMISURA PALPEBRAL,MELANOMA Y OTROS TUMORES MALIGNOS DE LA PIEL,C431      MELANOMA MALIGNO DEL PARPADO INCLUIDA LA COMISURA PALPEBRAL
C432,MELANOMA MALIGNO DE LA OREJA Y DEL CONDUCTO AUDITIVO EXTERNO,MELANOMA Y OTROS TUMORES MALIGNOS DE LA PIEL,C432      MELANOMA MALIGNO DE LA OREJA Y DEL CONDUCTO AUDITIVO EXTERNO
C433,MELANOMA MALIGNO DE LAS OTRAS PARTES Y LAS NO ESPECIFICADAS DE LA CARA,MELANOMA Y OTROS TUMORES MALIGNOS DE LA PIEL,C433      MELANOMA MALIGNO DE LAS OTRAS PARTES Y LAS NO ESPECIFICADAS DE LA CARA
C434,MELANOMA MALIGNO DEL CUERO CABELLUDO Y DEL CUELLO,MELANOMA Y OTROS TUMORES MALIGNOS DE LA PIEL,C434      MELANOMA MALIGNO DEL CUERO CABELLUDO Y DEL CUELLO
C435,MELANOMA MALIGNO DEL TRONCO,MELANOMA Y OTROS TUMORES MALIGNOS DE LA PIEL,C435      MELANOMA MALIGNO DEL TRONCO
C436,MELANOMA MALIGNO DEL MIEMBRO SUPERIOR INCLUIDO EL HOMBRO,MELANOMA Y OTROS TUMORES MALIGNOS DE LA PIEL,C436      MELANOMA MALIGNO DEL MIEMBRO SUPERIOR INCLUIDO EL HOMBRO
C437,MELANOMA MALIGNO DEL MIEMBRO INFERIOR INCLUIDA LA CADERA,MELANOMA Y OTROS TUMORES MALIGNOS DE LA PIEL,C437      MELANOMA MALIGNO DEL MIEMBRO INFERIOR INCLUIDA LA CADERA
C438,MELANOMA MALIGNO DE SITIOS CONTIGUOS DE LA PIEL,MELANOMA Y OTROS TUMORES MALIGNOS DE LA PIEL,C438      MELANOMA MALIGNO DE SITIOS CONTIGUOS DE LA PIEL
C439,MELANOMA MALIGNO DE PIEL SITIO NO ESPECIFICADO,MELANOMA Y OTROS TUMORES MALIGNOS DE LA PIEL,C439      MELANOMA MALIGNO DE PIEL SITIO NO ESPECIFICADO
C44,OTROS TUMORES MALIGNOS DE LA PIEL,MELANOMA Y OTROS TUMORES MALIGNOS DE LA PIEL,C44       OTROS TUMORES MALIGNOS DE LA PIEL
C440,TUMOR MALIGNO DE LA PIEL DEL LABIO,MELANOMA Y OTROS TUMORES MALIGNOS DE LA PIEL,C440      TUMOR MALIGNO DE LA PIEL DEL LABIO
C441,TUMOR MALIGNO DE LA PIEL DEL PARPADO INCLUIDA LA COMISURA PALPEBRAL,MELANOMA Y OTROS TUMORES MALIGNOS DE LA PIEL,C441      TUMOR MALIGNO DE LA PIEL DEL PARPADO INCLUIDA LA COMISURA PALPEBRAL
C442,TUMOR MALIGNO DE LA PIEL DE LA OREJA Y DEL CONDUCTO AUDITIVO EXTERNO,MELANOMA Y OTROS TUMORES MALIGNOS DE LA PIEL,C442      TUMOR MALIGNO DE LA PIEL DE LA OREJA Y DEL CONDUCTO AUDITIVO EXTERNO
C443,TUMOR MALIGNO DE LA PIEL DE OTRAS PARTES Y DE LAS NO ESPEC DE LA CARA,MELANOMA Y OTROS TUMORES MALIGNOS DE LA PIEL,C443      TUMOR MALIGNO DE LA PIEL DE OTRAS PARTES Y DE LAS NO ESPEC DE LA CARA
C444,TUMOR MALIGNO DE LA PIEL DEL CUERO CABELLUDO Y DEL CUELLO,MELANOMA Y OTROS TUMORES MALIGNOS DE LA PIEL,C444      TUMOR MALIGNO DE LA PIEL DEL CUERO CABELLUDO Y DEL CUELLO
C445,TUMOR MALIGNO DE LA PIEL DEL TRONCO,MELANOMA Y OTROS TUMORES MALIGNOS DE LA PIEL,C445      TUMOR MALIGNO DE LA PIEL DEL TRONCO
C446,TUMOR MALIGNO DE LA PIEL DEL MIEMBRO SUPERIOR INCLUIDO EL HOMBRO,MELANOMA Y OTROS TUMORES MALIGNOS DE LA PIEL,C446      TUMOR MALIGNO DE LA PIEL DEL MIEMBRO SUPERIOR INCLUIDO EL HOMBRO
C447,TUMOR MALIGNO DE LA PIEL DEL MIEMBRO INFERIOR INCLUIDA LA CADERA,MELANOMA Y OTROS TUMORES MALIGNOS DE LA PIEL,C447      TUMOR MALIGNO DE LA PIEL DEL MIEMBRO INFERIOR INCLUIDA LA CADERA
C448,LESION DE SITIOS CONTIGUOS DE LA PIEL,MELANOMA Y OTROS TUMORES MALIGNOS DE LA PIEL,C448      LESION DE SITIOS CONTIGUOS DE LA PIEL
C449,TUMOR MALIGNO DE LA PIEL SITIO NO ESPECIFICADO,MELANOMA Y OTROS TUMORES MALIGNOS DE LA PIEL,C449      TUMOR MALIGNO DE LA PIEL SITIO NO ESPECIFICADO
C45,MESOTELIOMA,TUMORES MALIGNOS DE LOS TEJIDOS MESOTELIALES Y DE LOS TEJIDOS BLANDOS,C45       MESOTELIOMA
C450,MESOTELIOMA DE LA PLEURA,TUMORES MALIGNOS DE LOS TEJIDOS MESOTELIALES Y DE LOS TEJIDOS BLANDOS,C450      MESOTELIOMA DE LA PLEURA
C451,MESOTELIOMA DEL PERITONEO,TUMORES MALIGNOS DE LOS TEJIDOS MESOTELIALES Y DE LOS TEJIDOS BLANDOS,C451      MESOTELIOMA DEL PERITONEO
C452,MESOTELIOMA DEL PERICARDIO,TUMORES MALIGNOS DE LOS TEJIDOS MESOTELIALES Y DE LOS TEJIDOS BLANDOS,C452      MESOTELIOMA DEL PERICARDIO
C457,MESOTELIOMA DE OTROS SITIOS ESPECIFICADOS,TUMORES MALIGNOS DE LOS TEJIDOS MESOTELIALES Y DE LOS TEJIDOS BLANDOS,C457      MESOTELIOMA DE OTROS SITIOS ESPECIFICADOS
C459,MESOTELIOMA DE SITIO NO ESPECIFICADO,TUMORES MALIGNOS DE LOS TEJIDOS MESOTELIALES Y DE LOS TEJIDOS BLANDOS,C459      MESOTELIOMA DE SITIO NO ESPECIFICADO
C46,SARCOMA DE KAPOSI,TUMORES MALIGNOS DE LOS TEJIDOS MESOTELIALES Y DE LOS TEJIDOS BLANDOS,C46       SARCOMA DE KAPOSI
C460,SARCOMA DE KAPOSI DE LA PIEL,TUMORES MALIGNOS DE LOS TEJIDOS MESOTELIALES Y DE LOS TEJIDOS BLANDOS,C460      SARCOMA DE KAPOSI DE LA PIEL
C461,SARCOMA DE KAPOSI DEL TEJIDO BLANDO,TUMORES MALIGNOS DE LOS TEJIDOS MESOTELIALES Y DE LOS TEJIDOS BLANDOS,C461      SARCOMA DE KAPOSI DEL TEJIDO BLANDO
C462,SARCOMA DE KAPOSI DEL PALADAR,TUMORES MALIGNOS DE LOS TEJIDOS MESOTELIALES Y DE LOS TEJIDOS BLANDOS,C462      SARCOMA DE KAPOSI DEL PALADAR
C463,SARCOMA DE KAPOSI DE LOS GANGLIOS LINFATICOS,TUMORES MALIGNOS DE LOS TEJIDOS MESOTELIALES Y DE LOS TEJIDOS BLANDOS,C463      SARCOMA DE KAPOSI DE LOS GANGLIOS LINFATICOS
C467,SARCOMA DE KAPOSI DE OTROS SITIOS ESPECIFICADOS,TUMORES MALIGNOS DE LOS TEJIDOS MESOTELIALES Y DE LOS TEJIDOS BLANDOS,C467      SARCOMA DE KAPOSI DE OTROS SITIOS ESPECIFICADOS
C468,SARCOMA DE KAPOSI DE MULTIPLES ORGANOS,TUMORES MALIGNOS DE LOS TEJIDOS MESOTELIALES Y DE LOS TEJIDOS BLANDOS,C468      SARCOMA DE KAPOSI DE MULTIPLES ORGANOS
C469,SARCOMA DE KAPOSI DE SITIO NO ESPECIFICADO,TUMORES MALIGNOS DE LOS TEJIDOS MESOTELIALES Y DE LOS TEJIDOS BLANDOS,C469      SARCOMA DE KAPOSI DE SITIO NO ESPECIFICADO
